Num_CIN Filiere_Affectee
003398 AUCUNE
004195 AUCUNE
002722 AUCUNE
002444 AUCUNE
004594 AUCUNE
003705 AUCUNE
003837 AUCUNE
000995 AUCUNE
004489 AUCUNE
003312 AUCUNE
002343 AUCUNE
002667 AUCUNE
004292 AUCUNE
000816 AUCUNE
003800 AUCUNE
000351 AUCUNE
001025 AUCUNE
002082 AUCUNE
002196 AUCUNE
003096 AUCUNE
002759 AUCUNE
001732 AUCUNE
003399 AUCUNE
003664 AUCUNE
003418 AUCUNE
004460 AUCUNE
000368 AUCUNE
000144 AUCUNE
000035 AUCUNE
001750 AUCUNE
000232 AUCUNE
001530 AUCUNE
002340 AUCUNE
002948 AUCUNE
003178 AUCUNE
000808 AUCUNE
004996 AUCUNE
004392 AUCUNE
000063 AUCUNE
004914 AUCUNE
000706 AUCUNE
002826 AUCUNE
000794 AUCUNE
003406 AUCUNE
004847 AUCUNE
001551 AUCUNE
002511 AUCUNE
003057 AUCUNE
001483 AUCUNE
004989 AUCUNE
000581 AUCUNE
001495 AUCUNE
000787 AUCUNE
004143 AUCUNE
001595 AUCUNE
000732 AUCUNE
003541 AUCUNE
002822 AUCUNE
001639 AUCUNE
000683 AUCUNE
000922 AUCUNE
004348 AUCUNE
001871 AUCUNE
001643 AUCUNE
001722 AUCUNE
003849 AUCUNE
000907 AUCUNE
000411 AUCUNE
004165 AUCUNE
000249 AUCUNE
004380 AUCUNE
003094 AUCUNE
001378 AUCUNE
003085 AUCUNE
003704 AUCUNE
004350 AUCUNE
004774 AUCUNE
001332 AUCUNE
001646 AUCUNE
000018 AUCUNE
001214 AUCUNE
002036 AUCUNE
004322 AUCUNE
000811 AUCUNE
000160 AUCUNE
000258 AUCUNE
002206 AUCUNE
002344 AUCUNE
000888 AUCUNE
004689 AUCUNE
004738 AUCUNE
001969 AUCUNE
001973 AUCUNE
004346 AUCUNE
003261 AUCUNE
003543 AUCUNE
000989 AUCUNE
004931 AUCUNE
004524 AUCUNE
001946 AUCUNE
004159 AUCUNE
000592 AUCUNE
004635 AUCUNE
003832 AUCUNE
003133 AUCUNE
000303 AUCUNE
001489 AUCUNE
004219 AUCUNE
002627 AUCUNE
000340 AUCUNE
004744 AUCUNE
002785 AUCUNE
001692 AUCUNE
002312 AUCUNE
001293 AUCUNE
002888 AUCUNE
003620 AUCUNE
000056 AUCUNE
003120 AUCUNE
004753 AUCUNE
000263 AUCUNE
004204 AUCUNE
004676 AUCUNE
000630 AUCUNE
000365 AUCUNE
000707 AUCUNE
004412 AUCUNE
000556 AUCUNE
004080 AUCUNE
004235 AUCUNE
001520 AUCUNE
000253 AUCUNE
001683 AUCUNE
001822 AUCUNE
001769 AUCUNE
002321 AUCUNE
001815 AUCUNE
003523 AUCUNE
000228 AUCUNE
004685 AUCUNE
001715 AUCUNE
002636 AUCUNE
001837 AUCUNE
000633 AUCUNE
001167 AUCUNE
003011 AUCUNE
001424 AUCUNE
003176 AUCUNE
000260 AUCUNE
002591 AUCUNE
000927 AUCUNE
004727 AUCUNE
002657 AUCUNE
003435 AUCUNE
004539 AUCUNE
003948 AUCUNE
002892 AUCUNE
001149 AUCUNE
003215 AUCUNE
002545 AUCUNE
001921 AUCUNE
003719 AUCUNE
000680 AUCUNE
000820 AUCUNE
004444 AUCUNE
000640 AUCUNE
001659 AUCUNE
000194 AUCUNE
002200 AUCUNE
000793 AUCUNE
002707 AUCUNE
003551 AUCUNE
002405 AUCUNE
001001 AUCUNE
003910 AUCUNE
001398 AUCUNE
000190 AUCUNE
004259 AUCUNE
004764 AUCUNE
003830 AUCUNE
003957 AUCUNE
003428 AUCUNE
001478 AUCUNE
000430 AUCUNE
001982 AUCUNE
000979 AUCUNE
003972 AUCUNE
002195 AUCUNE
004286 AUCUNE
001922 AUCUNE
003722 AUCUNE
002920 AUCUNE
000799 AUCUNE
000354 AUCUNE
004927 AUCUNE
003147 AUCUNE
003617 AUCUNE
002674 AUCUNE
002838 AUCUNE
000435 AUCUNE
003126 AUCUNE
003555 AUCUNE
001667 AUCUNE
002642 AUCUNE
002894 AUCUNE
004333 AUCUNE
000135 AUCUNE
000450 AUCUNE
001369 AUCUNE
000485 AUCUNE
002161 AUCUNE
003993 AUCUNE
000883 AUCUNE
002129 AUCUNE
004499 AUCUNE
001186 AUCUNE
000988 AUCUNE
000166 AUCUNE
001235 AUCUNE
001893 AUCUNE
004337 AUCUNE
002559 AUCUNE
003400 AUCUNE
003413 AUCUNE
000652 AUCUNE
002792 AUCUNE
001897 AUCUNE
004854 AUCUNE
000199 AUCUNE
000446 AUCUNE
002449 AUCUNE
001904 AUCUNE
004218 AUCUNE
000526 AUCUNE
002855 AUCUNE
002918 AUCUNE
003744 AUCUNE
000679 AUCUNE
000604 AUCUNE
003187 AUCUNE
002814 AUCUNE
000736 AUCUNE
002802 AUCUNE
002037 AUCUNE
003701 AUCUNE
003946 AUCUNE
002074 AUCUNE
000339 AUCUNE
002598 AUCUNE
000895 AUCUNE
004415 AUCUNE
000300 AUCUNE
004367 AUCUNE
001949 AUCUNE
002060 AUCUNE
003286 AUCUNE
004009 AUCUNE
000478 AUCUNE
004889 AUCUNE
002706 AUCUNE
004355 AUCUNE
001349 AUCUNE
004327 AUCUNE
000792 AUCUNE
001980 AUCUNE
003941 AUCUNE
004269 AUCUNE
003293 AUCUNE
004431 AUCUNE
000689 AUCUNE
004797 AUCUNE
002277 AUCUNE
003863 AUCUNE
002314 AUCUNE
003576 AUCUNE
001770 AUCUNE
001744 AUCUNE
004076 AUCUNE
004785 AUCUNE
002049 AUCUNE
003184 AUCUNE
004002 AUCUNE
000454 AUCUNE
000486 AUCUNE
003431 AUCUNE
002719 AUCUNE
002231 AUCUNE
001004 AUCUNE
000698 AUCUNE
004309 AUCUNE
001589 AUCUNE
004885 AUCUNE
001594 AUCUNE
001060 AUCUNE
000221 AUCUNE
004161 AUCUNE
000740 AUCUNE
001953 AUCUNE
002811 AUCUNE
003540 AUCUNE
003646 AUCUNE
001935 AUCUNE
004245 AUCUNE
000347 AUCUNE
000595 AUCUNE
004563 AUCUNE
003405 AUCUNE
003202 AUCUNE
001173 AUCUNE
004320 AUCUNE
002289 AUCUNE
001515 AUCUNE
002156 AUCUNE
001891 AUCUNE
001990 AUCUNE
004579 AUCUNE
003529 AUCUNE
003207 AUCUNE
003547 AUCUNE
004016 AUCUNE
004347 AUCUNE
004650 AUCUNE
003272 AUCUNE
001144 AUCUNE
004049 AUCUNE
002808 AUCUNE
004215 AUCUNE
002655 AUCUNE
004142 AUCUNE
002865 AUCUNE
002695 AUCUNE
004404 AUCUNE
003735 AUCUNE
003267 AUCUNE
002997 AUCUNE
003262 AUCUNE
000265 AUCUNE
004133 AUCUNE
001473 AUCUNE
000409 AUCUNE
000893 AUCUNE
003352 AUCUNE
001839 AUCUNE
003247 AUCUNE
000530 AUCUNE
004771 AUCUNE
000479 AUCUNE
004584 AUCUNE
001508 AUCUNE
001796 AUCUNE
004099 AUCUNE
002027 AUCUNE
003037 AUCUNE
000682 AUCUNE
000467 AUCUNE
001756 AUCUNE
003997 AUCUNE
001712 AUCUNE
001577 AUCUNE
003083 AUCUNE
004557 AUCUNE
000015 AUCUNE
002345 AUCUNE
002645 AUCUNE
002141 AUCUNE
004120 AUCUNE
002153 AUCUNE
002617 AUCUNE
000992 AUCUNE
000735 AUCUNE
003522 AUCUNE
003068 AUCUNE
003550 AUCUNE
004892 AUCUNE
001304 AUCUNE
001586 AUCUNE
001389 AUCUNE
004661 AUCUNE
001005 AUCUNE
004932 AUCUNE
003456 AUCUNE
000573 AUCUNE
001449 AUCUNE
002288 AUCUNE
002259 AUCUNE
001711 AUCUNE
002403 AUCUNE
002852 AUCUNE
001207 AUCUNE
003724 AUCUNE
002676 AUCUNE
003232 AUCUNE
002445 AUCUNE
003053 AUCUNE
002788 AUCUNE
003666 AUCUNE
004232 AUCUNE
002946 AUCUNE
004697 AUCUNE
003955 AUCUNE
003676 AUCUNE
002934 AUCUNE
001947 AUCUNE
000831 AUCUNE
002008 AUCUNE
000800 AUCUNE
004393 AUCUNE
002497 AUCUNE
001650 AUCUNE
003531 AUCUNE
004190 AUCUNE
001388 AUCUNE
000372 AUCUNE
001536 AUCUNE
000639 AUCUNE
001359 AUCUNE
001271 AUCUNE
000132 AUCUNE
004756 AUCUNE
004323 AUCUNE
001448 AUCUNE
003753 AUCUNE
004974 AUCUNE
001558 AUCUNE
003786 AUCUNE
003192 AUCUNE
003004 AUCUNE
003905 AUCUNE
001952 AUCUNE
003287 AUCUNE
002503 AUCUNE
000229 AUCUNE
000768 AUCUNE
000925 AUCUNE
001701 AUCUNE
000362 AUCUNE
000367 AUCUNE
002505 AUCUNE
004895 AUCUNE
003718 AUCUNE
001444 AUCUNE
000724 AUCUNE
004954 AUCUNE
002494 AUCUNE
002600 AUCUNE
000830 AUCUNE
004503 AUCUNE
001126 AUCUNE
000705 AUCUNE
002971 AUCUNE
001121 AUCUNE
001896 AUCUNE
004737 AUCUNE
001934 AUCUNE
000858 AUCUNE
002738 AUCUNE
001199 AUCUNE
002475 AUCUNE
003374 AUCUNE
001903 AUCUNE
004589 AUCUNE
002877 AUCUNE
000872 AUCUNE
003266 AUCUNE
001464 AUCUNE
004344 AUCUNE
000788 AUCUNE
002509 AUCUNE
004015 AUCUNE
002621 AUCUNE
002861 AUCUNE
001038 AUCUNE
002306 AUCUNE
003023 AUCUNE
000336 AUCUNE
001223 AUCUNE
003557 AUCUNE
000855 AUCUNE
002018 AUCUNE
004549 AUCUNE
004101 AUCUNE
002216 AUCUNE
000521 AUCUNE
003843 AUCUNE
003825 AUCUNE
002533 AUCUNE
004122 AUCUNE
004130 AUCUNE
002943 AUCUNE
002518 AUCUNE
002067 AUCUNE
002851 AUCUNE
001613 AUCUNE
003678 AUCUNE
003559 AUCUNE
003170 AUCUNE
004482 AUCUNE
001498 AUCUNE
000489 AUCUNE
003548 AUCUNE
000341 AUCUNE
001097 AUCUNE
000856 AUCUNE
001094 AUCUNE
002798 AUCUNE
001791 AUCUNE
002209 AUCUNE
004025 AUCUNE
001749 AUCUNE
002953 AUCUNE
001838 AUCUNE
002965 AUCUNE
003615 AUCUNE
001007 AUCUNE
001561 AUCUNE
001421 AUCUNE
003371 AUCUNE
004929 AUCUNE
001513 AUCUNE
002613 AUCUNE
003333 AUCUNE
004860 AUCUNE
002804 AUCUNE
000394 AUCUNE
000410 AUCUNE
002441 AUCUNE
004791 AUCUNE
002806 AUCUNE
004937 AUCUNE
004686 AUCUNE
002437 AUCUNE
004438 AUCUNE
000725 AUCUNE
001465 AUCUNE
002372 AUCUNE
000114 AUCUNE
001519 AUCUNE
003706 AUCUNE
003714 AUCUNE
003903 AUCUNE
003953 AUCUNE
001002 AUCUNE
003359 AUCUNE
003429 AUCUNE
000071 AUCUNE
000632 AUCUNE
002812 AUCUNE
002132 AUCUNE
001279 AUCUNE
001419 AUCUNE
001830 AUCUNE
002743 AUCUNE
003114 AUCUNE
002485 AUCUNE
002795 AUCUNE
003916 AUCUNE
003183 AUCUNE
002610 AUCUNE
002047 AUCUNE
001908 AUCUNE
000848 AUCUNE
003902 AUCUNE
000916 AUCUNE
004148 AUCUNE
002739 AUCUNE
000924 AUCUNE
001810 AUCUNE
003237 AUCUNE
003651 AUCUNE
000003 AUCUNE
000185 AUCUNE
001979 AUCUNE
003669 AUCUNE
003834 AUCUNE
004547 AUCUNE
000224 AUCUNE
004331 AUCUNE
001779 AUCUNE
000900 AUCUNE
002104 AUCUNE
000591 AUCUNE
002532 AUCUNE
004264 AUCUNE
002607 AUCUNE
002648 AUCUNE
004613 AUCUNE
001512 AUCUNE
002052 AUCUNE
002182 AUCUNE
003372 AUCUNE
002735 AUCUNE
002406 AUCUNE
004824 AUCUNE
003342 AUCUNE
001734 AUCUNE
003838 AUCUNE
004991 AUCUNE
004574 AUCUNE
002006 AUCUNE
001873 AUCUNE
004420 AUCUNE
002641 AUCUNE
001858 AUCUNE
000798 AUCUNE
004115 AUCUNE
002044 AUCUNE
002385 AUCUNE
001479 AUCUNE
004538 AUCUNE
000156 AUCUNE
001697 AUCUNE
003391 AUCUNE
003087 AUCUNE
004452 AUCUNE
002595 AUCUNE
003224 AUCUNE
000865 AUCUNE
000133 AUCUNE
004839 AUCUNE
002311 AUCUNE
002446 AUCUNE
001006 AUCUNE
003737 AUCUNE
004711 AUCUNE
002476 AUCUNE
003073 AUCUNE
002809 AUCUNE
001296 AUCUNE
000024 AUCUNE
001265 AUCUNE
002185 AUCUNE
003153 AUCUNE
002622 AUCUNE
000562 AUCUNE
004877 AUCUNE
001318 AUCUNE
003940 AUCUNE
004544 AUCUNE
003580 AUCUNE
003711 AUCUNE
002178 AUCUNE
004178 AUCUNE
004135 AUCUNE
001244 AUCUNE
000335 AUCUNE
003243 AUCUNE
001606 AUCUNE
004455 AUCUNE
000028 AUCUNE
004225 AUCUNE
000280 AUCUNE
002160 AUCUNE
003867 AUCUNE
004570 AUCUNE
002319 AUCUNE
001284 AUCUNE
002915 AUCUNE
000087 AUCUNE
000238 AUCUNE
000376 AUCUNE
000991 AUCUNE
001884 AUCUNE
004818 AUCUNE
004061 AUCUNE
004228 AUCUNE
002083 AUCUNE
000002 AUCUNE
003042 AUCUNE
002325 AUCUNE
001704 AUCUNE
000176 AUCUNE
000535 AUCUNE
003410 AUCUNE
004399 AUCUNE
003991 AUCUNE
004144 AUCUNE
001496 AUCUNE
001257 AUCUNE
002012 AUCUNE
001526 AUCUNE
001642 AUCUNE
003165 AUCUNE
002675 AUCUNE
004280 AUCUNE
003511 AUCUNE
004319 AUCUNE
000873 AUCUNE
002837 AUCUNE
002913 AUCUNE
004328 AUCUNE
000420 AUCUNE
004123 AUCUNE
000859 AUCUNE
001869 AUCUNE
003190 AUCUNE
002582 AUCUNE
002506 AUCUNE
002424 AUCUNE
000211 AUCUNE
000713 AUCUNE
001203 AUCUNE
002878 AUCUNE
004973 AUCUNE
001623 AUCUNE
001936 AUCUNE
000466 AUCUNE
000712 AUCUNE
000953 AUCUNE
002285 AUCUNE
000870 AUCUNE
004262 AUCUNE
002510 AUCUNE
002770 AUCUNE
004529 AUCUNE
002542 AUCUNE
004077 AUCUNE
000052 AUCUNE
003179 AUCUNE
003305 AUCUNE
001719 AUCUNE
004425 AUCUNE
001665 AUCUNE
001198 AUCUNE
000277 AUCUNE
001248 AUCUNE
001702 AUCUNE
001971 AUCUNE
002134 AUCUNE
004504 AUCUNE
000743 AUCUNE
004338 AUCUNE
000638 AUCUNE
002776 AUCUNE
000197 AUCUNE
003228 AUCUNE
001582 AUCUNE
003893 AUCUNE
001017 AUCUNE
000051 AUCUNE
001282 AUCUNE
001663 AUCUNE
001647 AUCUNE
004483 AUCUNE
002050 AUCUNE
002123 AUCUNE
000172 AUCUNE
003345 AUCUNE
004227 AUCUNE
004253 AUCUNE
001264 AUCUNE
000044 AUCUNE
000544 AUCUNE
002236 AUCUNE
001116 AUCUNE
002954 AUCUNE
003642 AUCUNE
004665 AUCUNE
000064 AUCUNE
004486 AUCUNE
004022 AUCUNE
003005 AUCUNE
002786 AUCUNE
003330 AUCUNE
001354 AUCUNE
001371 AUCUNE
000107 AUCUNE
004950 AUCUNE
000140 AUCUNE
001065 AUCUNE
001899 AUCUNE
001277 AUCUNE
004052 AUCUNE
003135 AUCUNE
002528 AUCUNE
002671 AUCUNE
004429 AUCUNE
003111 AUCUNE
000205 AUCUNE
002593 AUCUNE
002059 AUCUNE
003660 AUCUNE
001024 AUCUNE
001009 AUCUNE
001409 AUCUNE
000493 AUCUNE
003288 AUCUNE
003847 AUCUNE
002284 AUCUNE
000167 AUCUNE
000256 AUCUNE
002114 AUCUNE
000428 AUCUNE
003624 AUCUNE
004040 AUCUNE
004683 AUCUNE
003464 AUCUNE
003378 AUCUNE
000915 AUCUNE
001818 AUCUNE
000739 AUCUNE
004587 AUCUNE
001128 AUCUNE
004408 AUCUNE
002106 AUCUNE
001743 AUCUNE
000586 AUCUNE
001641 AUCUNE
000181 AUCUNE
004826 AUCUNE
000970 AUCUNE
003665 AUCUNE
004560 AUCUNE
000272 AUCUNE
002133 AUCUNE
001324 AUCUNE
004729 AUCUNE
003811 AUCUNE
001096 AUCUNE
004644 AUCUNE
004083 AUCUNE
001320 AUCUNE
003563 AUCUNE
003734 AUCUNE
003334 AUCUNE
003789 AUCUNE
002473 AUCUNE
001919 AUCUNE
000342 AUCUNE
002386 AUCUNE
004548 AUCUNE
000628 AUCUNE
002801 AUCUNE
000840 AUCUNE
002357 AUCUNE
004096 AUCUNE
000889 AUCUNE
000940 AUCUNE
000826 AUCUNE
001669 AUCUNE
001984 AUCUNE
002570 AUCUNE
004014 AUCUNE
002177 AUCUNE
003888 AUCUNE
004968 AUCUNE
002137 AUCUNE
004924 AUCUNE
000508 AUCUNE
000618 AUCUNE
004288 AUCUNE
004330 AUCUNE
000443 AUCUNE
000942 AUCUNE
001666 AUCUNE
002029 AUCUNE
000279 AUCUNE
000455 AUCUNE
000169 AUCUNE
001437 AUCUNE
003536 AUCUNE
003858 AUCUNE
000584 AUCUNE
002011 AUCUNE
000139 AUCUNE
003886 AUCUNE
000731 AUCUNE
001316 AUCUNE
002183 AUCUNE
003388 AUCUNE
000432 AUCUNE
002412 AUCUNE
003535 AUCUNE
000429 AUCUNE
001325 AUCUNE
003256 AUCUNE
004553 AUCUNE
002900 AUCUNE
003129 AUCUNE
002264 AUCUNE
004389 AUCUNE
004277 AUCUNE
002634 AUCUNE
003209 AUCUNE
004459 AUCUNE
003390 AUCUNE
001455 AUCUNE
000119 AUCUNE
000424 AUCUNE
003833 AUCUNE
002165 AUCUNE
002422 AUCUNE
001731 AUCUNE
001637 AUCUNE
003273 AUCUNE
004214 AUCUNE
000075 AUCUNE
000212 AUCUNE
001758 AUCUNE
001091 AUCUNE
000911 AUCUNE
002858 AUCUNE
002531 AUCUNE
004958 AUCUNE
001574 AUCUNE
002544 AUCUNE
001529 AUCUNE
002454 AUCUNE
000641 AUCUNE
003743 AUCUNE
002440 AUCUNE
003121 AUCUNE
002794 AUCUNE
004670 AUCUNE
003082 AUCUNE
003145 AUCUNE
000034 AUCUNE
001481 AUCUNE
004890 AUCUNE
004970 AUCUNE
003050 AUCUNE
001261 AUCUNE
002678 AUCUNE
004802 AUCUNE
001295 AUCUNE
004018 AUCUNE
002592 AUCUNE
003546 AUCUNE
004772 AUCUNE
000440 AUCUNE
001307 AUCUNE
004000 AUCUNE
002967 AUCUNE
000588 AUCUNE
003163 AUCUNE
002916 AUCUNE
000974 AUCUNE
002333 AUCUNE
002501 AUCUNE
004153 AUCUNE
001610 AUCUNE
003650 AUCUNE
003465 AUCUNE
004050 AUCUNE
001596 AUCUNE
000570 AUCUNE
002194 AUCUNE
001374 AUCUNE
004614 AUCUNE
003031 AUCUNE
003014 AUCUNE
004720 AUCUNE
004671 AUCUNE
002144 AUCUNE
003493 AUCUNE
001273 AUCUNE
000879 AUCUNE
004755 AUCUNE
002365 AUCUNE
002270 AUCUNE
002991 AUCUNE
000043 AUCUNE
000401 AUCUNE
002080 AUCUNE
003663 AUCUNE
002455 AUCUNE
004217 AUCUNE
003680 AUCUNE
004139 AUCUNE
004741 AUCUNE
001386 AUCUNE
003890 AUCUNE
003566 AUCUNE
004527 AUCUNE
002513 AUCUNE
001872 AUCUNE
001501 AUCUNE
001122 AUCUNE
004809 AUCUNE
000124 AUCUNE
001741 AUCUNE
004458 AUCUNE
002749 AUCUNE
001022 AUCUNE
004028 AUCUNE
001314 AUCUNE
003773 AUCUNE
004241 AUCUNE
000308 AUCUNE
000745 AUCUNE
004502 AUCUNE
003537 AUCUNE
002546 AUCUNE
003186 AUCUNE
000326 AUCUNE
002550 AUCUNE
002431 AUCUNE
004247 AUCUNE
000048 AUCUNE
003387 AUCUNE
003264 AUCUNE
003233 AUCUNE
002172 AUCUNE
000613 AUCUNE
003732 AUCUNE
004712 AUCUNE
001865 AUCUNE
002828 AUCUNE
001367 AUCUNE
003495 AUCUNE
000649 AUCUNE
000453 AUCUNE
003727 AUCUNE
004206 AUCUNE
004623 AUCUNE
001559 AUCUNE
004485 AUCUNE
003754 AUCUNE
000422 AUCUNE
001541 AUCUNE
003177 AUCUNE
004177 AUCUNE
004694 AUCUNE
002066 AUCUNE
003115 AUCUNE
002283 AUCUNE
004155 AUCUNE
000120 AUCUNE
002639 AUCUNE
004535 AUCUNE
002868 AUCUNE
002032 AUCUNE
001867 AUCUNE
002429 AUCUNE
003899 AUCUNE
000086 AUCUNE
004017 AUCUNE
000646 AUCUNE
003925 AUCUNE
003166 AUCUNE
001472 AUCUNE
000663 AUCUNE
004468 AUCUNE
002668 AUCUNE
003914 AUCUNE
004043 AUCUNE
004376 AUCUNE
002443 AUCUNE
000868 AUCUNE
002842 AUCUNE
004713 AUCUNE
000201 AUCUNE
004189 AUCUNE
000684 AUCUNE
002999 AUCUNE
004343 AUCUNE
001250 AUCUNE
002548 AUCUNE
004870 AUCUNE
001106 AUCUNE
000196 AUCUNE
003148 AUCUNE
002383 AUCUNE
004128 AUCUNE
003656 AUCUNE
001046 AUCUNE
002428 AUCUNE
000393 AUCUNE
003777 AUCUNE
002756 AUCUNE
003116 AUCUNE
002692 AUCUNE
003440 AUCUNE
002407 AUCUNE
003328 AUCUNE
000136 AUCUNE
000761 AUCUNE
001376 AUCUNE
003474 AUCUNE
001414 AUCUNE
004203 AUCUNE
000564 AUCUNE
003813 AUCUNE
004313 AUCUNE
004564 AUCUNE
002042 AUCUNE
003002 AUCUNE
000548 AUCUNE
004304 AUCUNE
002777 AUCUNE
004898 AUCUNE
000796 AUCUNE
004400 AUCUNE
000022 AUCUNE
000561 AUCUNE
003998 AUCUNE
000057 AUCUNE
001156 AUCUNE
002658 AUCUNE
003639 AUCUNE
002908 AUCUNE
003482 AUCUNE
002369 AUCUNE
003986 AUCUNE
004946 AUCUNE
003846 AUCUNE
004026 AUCUNE
001739 AUCUNE
002603 AUCUNE
003213 AUCUNE
002143 AUCUNE
003745 AUCUNE
002709 AUCUNE
003864 AUCUNE
001845 AUCUNE
004112 AUCUNE
002470 AUCUNE
001783 AUCUNE
001108 AUCUNE
004899 AUCUNE
001227 AUCUNE
001522 AUCUNE
001967 AUCUNE
003697 AUCUNE
000474 AUCUNE
002758 AUCUNE
004521 AUCUNE
000836 AUCUNE
004944 AUCUNE
002167 AUCUNE
000997 AUCUNE
003630 AUCUNE
001631 AUCUNE
000188 AUCUNE
004925 AUCUNE
001152 AUCUNE
003653 AUCUNE
004862 AUCUNE
004407 AUCUNE
000437 AUCUNE
002308 AUCUNE
000117 AUCUNE
000327 AUCUNE
002448 AUCUNE
003421 AUCUNE
003279 AUCUNE
004606 AUCUNE
001240 AUCUNE
000623 AUCUNE
003491 AUCUNE
002963 AUCUNE
003796 AUCUNE
003600 AUCUNE
002796 AUCUNE
002466 AUCUNE
000717 AUCUNE
002651 AUCUNE
003484 AUCUNE
004922 AUCUNE
003906 AUCUNE
004619 AUCUNE
001208 AUCUNE
001649 AUCUNE
001612 AUCUNE
002944 AUCUNE
000274 AUCUNE
003971 AUCUNE
004417 AUCUNE
003623 AUCUNE
002864 AUCUNE
003504 AUCUNE
000737 AUCUNE
003027 AUCUNE
003324 AUCUNE
004666 AUCUNE
001811 AUCUNE
002125 AUCUNE
001829 AUCUNE
002310 AUCUNE
001538 AUCUNE
004864 AUCUNE
001696 AUCUNE
000733 AUCUNE
001753 AUCUNE
003445 AUCUNE
000126 AUCUNE
001943 AUCUNE
004630 AUCUNE
004421 AUCUNE
000257 AUCUNE
002781 AUCUNE
002298 AUCUNE
002038 AUCUNE
000781 AUCUNE
004794 AUCUNE
000259 AUCUNE
003160 AUCUNE
001111 AUCUNE
002432 AUCUNE
000764 AUCUNE
000463 AUCUNE
001321 AUCUNE
001970 AUCUNE
003937 AUCUNE
000125 AUCUNE
002870 AUCUNE
002382 AUCUNE
002417 AUCUNE
002632 AUCUNE
002895 AUCUNE
001960 AUCUNE
001028 AUCUNE
002573 AUCUNE
001039 AUCUNE
004046 AUCUNE
000596 AUCUNE
002742 AUCUNE
001906 AUCUNE
000824 AUCUNE
002447 AUCUNE
001259 AUCUNE
002626 AUCUNE
004992 AUCUNE
001003 AUCUNE
004222 AUCUNE
003275 AUCUNE
003562 AUCUNE
000765 AUCUNE
001175 AUCUNE
004345 AUCUNE
004174 AUCUNE
001820 AUCUNE
001627 AUCUNE
000442 AUCUNE
001673 AUCUNE
004261 AUCUNE
000954 AUCUNE
001475 AUCUNE
002551 AUCUNE
000438 AUCUNE
000791 AUCUNE
002970 AUCUNE
000540 AUCUNE
000985 AUCUNE
000688 AUCUNE
002457 AUCUNE
000902 AUCUNE
002220 AUCUNE
004492 AUCUNE
004435 AUCUNE
003817 AUCUNE
000829 AUCUNE
002158 AUCUNE
002330 AUCUNE
000676 AUCUNE
000956 AUCUNE
001253 AUCUNE
000582 AUCUNE
003423 AUCUNE
004849 AUCUNE
004952 AUCUNE
003044 AUCUNE
001794 AUCUNE
000818 AUCUNE
003331 AUCUNE
004020 AUCUNE
002568 AUCUNE
000315 AUCUNE
004757 AUCUNE
004525 AUCUNE
001490 AUCUNE
002728 AUCUNE
003077 AUCUNE
000842 AUCUNE
004528 AUCUNE
003074 AUCUNE
000288 AUCUNE
001382 AUCUNE
001095 AUCUNE
000615 AUCUNE
003815 AUCUNE
002387 AUCUNE
002784 AUCUNE
000501 AUCUNE
002631 AUCUNE
004145 AUCUNE
003907 AUCUNE
004210 AUCUNE
003032 AUCUNE
003118 AUCUNE
000444 AUCUNE
001300 AUCUNE
002339 AUCUNE
002797 AUCUNE
003284 AUCUNE
000008 AUCUNE
002411 AUCUNE
000665 AUCUNE
003968 AUCUNE
001748 AUCUNE
001303 AUCUNE
004372 AUCUNE
000248 AUCUNE
004730 AUCUNE
001460 AUCUNE
001600 AUCUNE
003089 AUCUNE
003596 AUCUNE
004910 AUCUNE
003648 AUCUNE
003545 AUCUNE
002955 AUCUNE
000285 AUCUNE
003385 AUCUNE
004555 AUCUNE
002790 AUCUNE
002426 AUCUNE
001262 AUCUNE
003492 AUCUNE
002279 AUCUNE
002192 AUCUNE
001239 AUCUNE
003016 AUCUNE
001835 AUCUNE
001993 AUCUNE
003353 AUCUNE
002652 AUCUNE
000812 AUCUNE
002962 AUCUNE
002469 AUCUNE
001313 AUCUNE
001571 AUCUNE
001258 AUCUNE
001067 AUCUNE
001555 AUCUNE
000890 AUCUNE
001924 AUCUNE
003381 AUCUNE
001181 AUCUNE
004811 AUCUNE
000487 AUCUNE
004628 AUCUNE
004904 AUCUNE
001890 AUCUNE
002030 AUCUNE
002725 AUCUNE
003682 AUCUNE
001745 AUCUNE
004803 AUCUNE
004894 AUCUNE
004257 AUCUNE
000492 AUCUNE
004065 AUCUNE
004465 AUCUNE
004356 AUCUNE
004742 AUCUNE
001532 AUCUNE
003199 AUCUNE
004534 AUCUNE
000608 AUCUNE
003200 AUCUNE
002188 AUCUNE
004226 AUCUNE
003401 AUCUNE
002831 AUCUNE
003009 AUCUNE
004147 AUCUNE
003887 AUCUNE
003594 AUCUNE
000943 AUCUNE
004090 AUCUNE
002040 AUCUNE
003360 AUCUNE
001626 AUCUNE
002350 AUCUNE
004696 AUCUNE
000721 AUCUNE
002665 AUCUNE
004967 AUCUNE
004100 AUCUNE
003253 AUCUNE
002977 AUCUNE
001799 AUCUNE
002723 AUCUNE
002017 AUCUNE
003733 AUCUNE
000753 AUCUNE
004909 AUCUNE
004221 AUCUNE
001793 AUCUNE
001655 AUCUNE
002901 AUCUNE
000186 AUCUNE
002022 AUCUNE
001535 AUCUNE
001853 AUCUNE
004430 AUCUNE
000541 AUCUNE
004761 AUCUNE
