Num_CIN Analyse Algèbre Physique Chimie Informatique STA Français Anglais
001234 14.77 3.16 9.7 9.46 9.71 0.04 10.92 16.75
001235 13.21 19.64 9.72 11.13 6.37 16.97 17.55 8.18
001236 15.88 8.26 15.88 8.63 13.25 11.7 1.93 7.39
001237 10.57 8.93 14.33 15.03 15.35 16.01 19.06 16.73
001238 17.73 1.32 15.27 14.4 15.25 16.37 12.06 12.99
001239 0.1 15.82 11.07 12.87 9.39 9.33 16.5 8.05
001240 8.55 11.35 9.98 11.79 17.69 17.99 8.92 16.76
001241 10.63 13.99 10.76 0.19 16.55 16.97 2.17 8.14
001242 15.26 10.45 15.54 6.36 8.73 8.3 12.79 13.05
001243 8.74 12.03 14.71 13.89 8.47 5.62 11.31 15.58
001244 9.94 8.9 13.87 16.22 10.12 15.57 9.62 11.52
001245 15.03 13.67 8.65 11.04 10.72 8.7 2.29 14.19
001246 8.55 9.9 13.25 9.91 13.61 15.92 14.1 14.4
001247 15.17 17.92 16.14 14.78 10.71 0.9 17.45 15.21
001248 15.89 12.37 16.67 15.57 8.49 12.24 11.24 17.64
001249 7.3 14.3 11.7 16.31 9.38 12.22 9.8 11.54
001250 7.35 17.88 10.84 8.7 8.49 10.16 8.55 10.03
001251 13.69 16.42 15.92 13.56 17.06 13.94 14.87 5.43
001252 14.51 14.34 5.68 8.11 8.81 4.39 10.5 0.88
001253 17.89 11.66 15.94 8.61 15.07 7.37 15.53 11.55
001254 11.48 0.98 13.59 13.98 14.43 15.65 18.69 14.18
001255 1.75 7.55 13.46 7.7 17.96 12.89 14.9 8.29
001256 13.61 11.72 15.54 11.62 8.69 5.79 14.32 10.45
001257 12.16 15.78 14.31 9.33 12.04 13.55 13.46 15.81
001258 10.61 12.06 16.13 18.73 12.02 0.47 10.86 9.57
001259 17.54 11.9 3.1 1.56 16.36 13.45 13.07 4.31
001260 9.11 11.33 6.58 14.57 8.53 15.81 14.19 8.45
001261 14.06 9.06 17.39 14.09 13.29 17.13 18.0 9.47
001262 10.71 8.4 14.63 15.03 15.49 10.11 10.83 19.81
001263 9.31 3.29 2.13 16.94 9.77 8.73 12.51 9.42
001264 14.57 8.43 14.53 6.37 13.99 8.67 0.23 11.88
001265 17.51 17.34 17.69 10.66 12.85 7.05 8.22 12.56
001266 9.14 12.47 16.72 2.29 10.84 13.93 14.88 5.62
001267 13.16 0.52 10.06 9.47 8.43 4.21 16.55 8.05
001268 13.31 14.98 9.38 16.54 9.17 10.45 17.15 9.04
001269 9.66 15.83 10.17 15.0 14.76 10.39 12.1 2.39
001270 16.71 15.56 14.85 14.08 9.43 10.88 9.07 15.07
001271 11.2 17.6 11.41 9.95 17.67 16.43 15.16 9.79
001272 7.74 17.76 11.91 3.11 3.68 2.18 8.11 16.82
001273 11.65 16.48 8.63 2.28 7.23 17.04 10.92 11.12
001274 8.77 19.5 9.95 10.67 16.77 17.47 11.56 11.62
001275 14.03 12.87 9.91 14.0 13.44 15.2 15.04 15.78
001276 15.82 14.27 13.19 17.9 10.91 11.39 8.47 12.7
001277 9.81 9.05 8.23 14.43 2.46 2.8 15.13 12.69
001278 17.86 10.65 10.53 1.24 4.22 14.8 13.72 14.51
001279 4.23 15.97 16.56 15.81 9.73 16.18 11.18 17.9
001280 18.5 11.7 3.63 11.05 13.2 9.41 11.89 6.15
001281 17.72 12.51 8.04 8.95 10.37 15.39 11.27 15.53
001282 6.58 4.45 8.64 10.47 11.92 17.29 11.43 10.71
001283 10.41 11.59 15.56 16.67 11.52 2.21 10.35 8.05
001284 8.2 12.68 15.37 14.41 13.93 13.57 17.59 17.43
001285 12.54 14.18 12.13 13.35 16.52 13.81 9.22 14.22
001286 17.92 8.83 9.38 6.89 16.24 1.0 11.93 12.89
001287 12.86 17.41 10.45 14.3 17.1 10.19 15.02 15.96
001288 12.99 17.97 8.68 9.87 0.11 12.02 17.17 8.62
001289 12.34 11.85 10.3 3.63 19.96 14.65 13.93 14.19
001290 17.92 15.14 13.38 10.08 16.38 7.92 16.26 17.91
001291 17.82 11.07 16.99 12.24 15.08 7.86 4.19 8.21
001292 13.58 12.48 12.02 10.96 17.11 16.11 12.02 13.3
001293 1.05 14.17 4.69 10.6 8.01 7.0 15.29 12.54
001294 15.8 17.18 10.18 18.91 17.0 9.19 12.91 17.4
001295 11.79 14.09 13.82 15.43 8.45 8.43 15.0 14.09
001296 2.45 17.67 17.9 8.79 12.33 16.52 17.66 13.73
001297 8.91 11.24 6.7 2.6 9.34 16.57 8.03 17.0
001298 11.92 10.73 15.58 17.1 14.92 17.85 15.59 8.4
001299 0.98 17.05 16.69 11.09 12.51 10.13 10.32 11.33
001300 15.24 13.34 1.63 10.82 8.81 15.27 15.1 12.78
001301 8.11 10.55 11.88 1.73 12.34 13.39 16.82 8.02
001302 3.79 11.65 13.15 11.09 12.41 13.55 14.47 16.98
001303 8.06 15.71 12.08 19.65 17.44 12.82 11.35 14.24
001304 8.05 14.16 3.35 13.66 12.22 17.41 10.02 9.89
001305 9.39 3.93 17.52 0.53 15.31 10.56 11.29 3.24
001306 1.22 17.3 8.18 7.29 16.43 8.97 15.53 17.33
001307 15.71 14.18 17.84 16.84 9.15 17.51 16.62 10.96
001308 18.72 2.06 8.75 10.33 2.89 4.69 5.61 19.41
001309 16.44 12.39 18.72 17.3 11.78 10.67 19.46 17.95
001310 13.5 12.49 11.3 16.96 16.95 11.87 14.72 8.47
001311 16.0 5.34 16.69 5.89 17.83 11.66 15.82 19.66
001312 12.77 10.71 13.58 14.83 4.68 9.1 10.63 10.72
001313 12.58 9.05 17.44 13.1 2.47 15.21 13.74 9.78
001314 12.27 4.6 17.68 11.98 8.33 13.71 12.47 17.52
001315 8.78 13.81 9.83 13.95 16.36 13.08 14.67 9.43
001316 12.68 11.64 16.21 15.47 16.34 12.22 3.37 4.83
001317 16.58 12.32 17.64 9.07 17.32 11.85 0.39 18.61
001318 19.07 8.94 13.15 18.55 9.02 9.41 7.34 8.79
001319 17.25 15.25 18.98 10.36 10.26 11.45 10.32 15.79
001320 16.79 13.78 9.5 13.01 11.41 15.73 15.45 10.48
001321 9.33 11.75 16.15 11.16 8.99 14.62 8.72 16.6
001322 11.67 11.21 13.77 16.01 8.56 16.16 10.29 16.18
001323 8.29 11.93 12.51 11.95 16.52 14.9 17.5 6.95
001324 16.8 14.61 2.88 8.14 14.89 10.11 5.08 8.34
001325 14.06 19.05 3.16 9.19 17.46 9.23 16.35 8.27
001326 12.8 17.99 13.08 8.89 10.69 2.69 17.38 12.48
001327 9.97 10.84 14.8 12.54 15.48 14.68 8.46 17.9
001328 14.21 6.11 9.27 10.68 17.91 13.28 1.66 9.51
001329 15.66 17.09 12.0 12.3 9.51 9.62 10.68 9.82
001330 16.96 17.08 12.77 17.22 9.95 15.67 12.08 11.51
001331 13.19 9.66 15.94 13.29 3.8 9.26 14.98 17.37
001332 10.73 18.42 17.07 15.88 14.11 13.89 12.44 15.42
001333 15.3 16.64 9.73 11.79 18.55 16.64 15.65 10.0
001334 9.99 10.34 10.23 15.63 10.66 15.97 16.06 15.09
001335 15.21 14.96 10.77 14.99 8.42 13.24 0.37 11.99
001336 19.01 8.52 10.63 17.9 9.22 17.24 15.83 19.53
001337 17.12 5.15 11.07 14.1 8.52 11.41 11.07 12.99
001338 4.26 17.44 16.43 11.05 9.88 7.81 6.91 16.99
001339 14.86 12.19 17.28 17.66 12.65 9.14 0.92 17.66
001340 9.2 10.48 8.7 1.88 0.42 7.62 14.54 8.59
001341 16.5 0.09 10.64 12.4 8.26 3.78 14.19 7.27
001342 14.62 13.31 9.33 8.89 16.65 14.84 2.47 15.14
001343 17.87 17.91 2.1 13.05 13.81 9.18 16.2 3.09
001344 15.73 8.77 8.04 14.2 18.37 8.73 13.06 12.77
001345 1.27 8.35 16.36 10.17 7.75 15.16 12.28 10.44
001346 17.78 13.73 13.56 14.28 11.4 17.36 15.74 13.16
001347 8.7 13.3 17.26 16.79 17.76 12.73 12.71 14.8
001348 6.18 13.1 9.69 7.11 9.83 17.3 9.17 17.44
001349 13.52 3.96 14.13 16.19 18.0 8.28 8.84 10.42
001350 18.43 13.22 11.98 9.83 10.25 16.09 16.72 12.11
001351 14.79 12.44 14.51 16.74 14.97 19.8 11.08 13.4
001352 19.38 8.66 8.38 11.87 3.75 17.5 13.68 13.22
001353 10.99 12.17 17.98 11.07 12.05 15.97 13.66 0.5
001354 8.8 16.74 11.48 14.68 8.2 12.86 14.54 11.51
001355 16.41 16.49 13.84 2.27 5.63 14.49 12.94 11.09
001356 12.15 13.87 13.6 11.49 0.56 3.95 4.86 10.42
001357 15.29 9.16 13.35 18.43 17.5 16.98 12.88 15.35
001358 4.13 16.77 10.92 12.45 12.61 17.94 12.35 10.05
001359 9.29 5.72 12.62 9.5 15.29 9.47 13.56 10.63
001360 16.17 14.07 8.32 17.48 17.78 17.54 8.35 17.19
001361 18.4 17.79 16.21 11.59 17.88 2.74 12.74 19.71
001362 8.43 16.31 13.65 17.34 11.47 15.07 11.09 16.5
001363 12.94 16.64 5.12 13.0 2.16 9.92 17.07 9.41
001364 11.91 16.38 16.78 12.42 11.81 12.03 14.41 11.76
001365 15.18 13.4 10.37 17.39 10.6 17.17 17.21 14.65
001366 16.72 16.18 16.83 1.69 12.13 4.88 17.87 13.86
001367 14.36 16.26 15.91 16.24 9.3 17.21 14.18 3.44
001368 11.09 13.68 15.45 17.4 17.4 17.35 12.03 14.39
001369 19.19 9.96 15.89 9.11 11.67 10.68 15.89 14.67
001370 15.35 3.37 6.44 14.14 8.45 13.72 8.85 2.39
001371 17.47 19.51 8.85 15.36 17.94 9.07 16.82 16.08
001372 13.53 17.21 14.0 17.14 10.58 15.13 8.99 16.82
001373 16.03 8.62 5.77 12.87 9.87 10.64 15.02 12.45
001374 1.57 2.17 10.38 10.64 9.82 4.71 10.77 9.71
001375 14.31 13.31 5.94 2.3 13.77 6.32 16.77 17.68
001376 12.92 12.87 8.27 14.65 17.68 12.89 18.76 11.65
001377 8.6 16.57 16.34 12.92 12.21 16.4 8.8 14.13
001378 17.27 11.99 9.49 11.67 9.47 12.51 6.51 13.59
001379 12.37 19.66 17.99 9.08 11.39 8.61 9.11 13.31
001380 9.46 12.76 10.8 11.5 12.57 12.96 8.95 8.06
001381 9.32 14.86 12.25 6.49 10.67 18.94 17.76 13.07
001382 8.54 5.52 8.19 16.71 9.22 16.35 3.7 17.68
001383 12.04 1.27 9.91 16.95 10.36 14.22 18.05 11.39
001384 17.85 13.66 8.86 1.89 17.56 12.94 16.49 12.64
001385 16.18 12.29 12.45 14.24 14.91 14.49 12.24 7.02
001386 9.57 3.51 13.16 14.86 13.45 11.14 11.71 15.08
001387 10.93 13.94 1.2 8.8 14.44 2.56 15.51 14.08
001388 12.77 8.41 12.13 16.32 11.56 17.88 15.75 14.96
001389 16.43 14.98 16.93 9.57 13.33 12.75 11.17 16.35
001390 10.23 15.95 12.86 13.77 17.8 10.2 14.59 12.83
001391 17.05 9.41 8.43 15.19 17.96 19.73 13.75 10.7
001392 13.82 17.53 11.87 9.88 8.17 9.9 11.25 13.23
001393 15.16 11.7 10.28 15.56 8.0 11.64 15.31 17.49
001394 15.38 9.17 8.24 14.17 14.92 15.24 12.81 2.84
001395 14.49 13.8 8.84 16.76 12.36 0.34 16.04 17.27
001396 9.35 17.81 13.63 16.89 12.42 4.73 14.0 11.85
001397 8.06 8.47 16.77 14.95 8.91 19.99 15.38 16.37
001398 12.83 12.01 16.95 16.69 13.36 16.63 17.19 17.28
001399 12.96 15.28 19.84 11.37 16.08 7.78 15.53 9.29
001400 9.17 11.44 13.95 9.39 11.81 8.8 14.06 11.49
001401 10.04 0.7 2.51 10.61 16.93 19.81 10.58 17.79
001402 6.58 3.62 14.37 10.6 12.65 10.41 9.76 2.36
001403 16.48 13.98 13.59 7.93 7.8 15.0 15.32 12.95
001404 14.32 14.45 16.42 13.46 13.45 10.19 14.96 16.55
001405 16.22 9.74 19.4 19.25 4.75 17.77 14.53 8.67
001406 11.56 9.78 12.66 14.43 3.65 15.73 16.69 17.38
001407 8.69 13.53 17.35 18.88 10.62 13.4 16.93 17.34
001408 12.95 17.94 14.56 8.49 9.1 17.38 13.6 16.89
001409 16.5 11.58 17.84 17.13 14.06 6.89 16.58 15.28
001410 9.99 16.91 3.66 18.67 14.91 14.38 12.7 12.36
001411 6.66 8.9 16.64 0.65 12.44 11.43 10.96 12.95
001412 18.4 3.38 13.2 17.28 16.36 17.41 15.29 15.19
001413 17.4 8.85 17.11 17.98 13.66 11.39 11.06 17.63
001414 12.32 18.33 14.45 13.72 12.15 13.58 6.25 11.23
001415 10.46 17.76 17.47 12.65 8.05 13.29 17.71 15.26
001416 19.95 14.8 11.36 10.08 9.96 18.2 10.41 13.18
001417 9.42 10.7 16.08 14.7 8.32 12.73 10.74 14.13
001418 13.35 16.86 12.49 13.44 18.54 17.89 9.02 17.99
001419 11.15 11.58 8.07 16.65 16.65 9.24 8.55 14.02
001420 1.37 18.47 8.31 16.85 10.52 17.65 11.25 10.74
001421 6.04 13.02 16.62 9.16 11.9 12.28 17.2 9.35
001422 9.43 5.84 16.06 18.04 14.58 14.67 12.62 16.75
001423 8.8 13.72 13.21 16.11 10.36 11.16 8.97 8.48
001424 16.12 14.46 8.52 12.22 16.35 15.32 17.27 3.64
001425 8.29 12.6 14.76 8.69 14.43 13.32 15.17 15.79
001426 14.36 15.18 9.52 17.65 17.8 15.64 11.29 10.51
001427 19.26 15.18 14.51 13.54 11.15 8.68 8.55 8.4
001428 15.33 9.51 11.11 16.12 12.06 8.94 14.84 10.05
001429 10.12 16.2 11.25 15.02 9.55 6.17 10.52 16.6
001430 16.58 8.66 13.44 8.81 12.61 9.93 12.22 8.58
001431 8.0 10.28 11.02 13.12 8.72 13.66 11.44 13.33
001432 9.98 12.97 16.22 12.89 17.64 16.72 13.22 16.08
001433 1.92 17.94 8.53 17.33 9.2 4.5 3.92 10.15
001434 16.98 10.4 13.6 12.15 9.16 9.71 12.42 10.85
001435 11.3 10.33 8.32 10.06 16.7 14.12 16.59 13.71
001436 14.16 9.72 8.98 11.44 1.28 8.61 10.67 8.12
001437 10.24 12.77 4.43 16.24 15.79 17.82 12.49 7.43
001438 12.04 8.39 14.27 0.72 17.76 14.47 17.24 17.93
001439 13.1 1.11 18.75 15.07 9.08 9.05 15.33 15.84
001440 17.14 8.49 11.07 14.49 11.12 16.16 14.32 11.38
001441 13.07 15.47 15.31 10.52 12.14 11.98 14.72 8.67
001442 10.87 16.51 8.35 3.26 18.69 6.47 17.61 11.67
001443 8.62 9.28 0.37 12.26 9.48 13.27 17.89 12.35
001444 13.37 15.07 15.09 0.45 13.43 2.46 14.18 16.72
001445 12.8 15.42 9.9 17.71 0.63 16.92 11.21 12.59
001446 13.1 5.29 8.63 16.3 8.86 13.07 9.01 14.46
001447 14.46 15.72 5.34 13.28 8.7 8.41 1.11 13.91
001448 9.56 15.59 12.64 11.7 15.06 16.07 8.89 9.17
001449 18.82 16.97 3.56 4.34 8.9 16.93 6.73 15.71
001450 19.66 13.13 14.98 17.12 8.87 12.03 16.84 10.48
001451 12.41 17.03 16.18 15.97 8.65 2.65 11.52 17.14
001452 11.09 8.96 0.55 5.99 14.36 9.83 17.1 16.74
001453 11.1 11.5 16.88 13.25 12.58 16.16 8.69 14.07
001454 12.47 8.08 10.9 16.57 14.72 8.14 16.71 19.76
001455 17.05 11.61 17.96 12.25 6.76 14.13 11.6 13.22
001456 19.04 15.67 12.29 10.19 9.49 15.34 15.09 9.38
001457 14.34 12.15 2.33 13.66 11.95 11.21 11.99 13.17
001458 15.76 11.41 15.9 10.43 11.79 9.24 13.18 14.3
001459 5.44 17.72 9.2 10.92 13.75 14.7 9.18 12.2
001460 6.49 9.31 7.26 9.22 15.15 8.96 17.14 9.23
001461 13.47 14.74 3.49 16.9 4.1 3.64 17.79 15.11
001462 7.39 11.49 13.73 10.37 14.89 12.77 15.7 10.65
001463 15.97 8.35 15.35 15.1 15.42 17.62 10.29 16.09
001464 12.01 10.5 12.33 14.55 17.6 13.01 14.09 10.01
001465 10.3 15.03 9.19 13.76 11.19 17.04 15.59 14.67
001466 15.78 19.67 8.21 11.92 4.65 10.61 6.68 11.12
001467 7.98 6.27 16.42 9.72 6.8 10.74 13.39 4.79
001468 13.74 11.65 8.91 13.53 11.16 19.96 15.36 12.37
001469 4.72 10.25 9.67 9.98 16.64 11.18 16.34 2.59
001470 12.85 9.11 15.67 14.3 16.8 8.39 15.73 9.46
001471 9.14 8.08 12.31 11.27 15.28 10.76 9.95 10.87
001472 12.12 13.69 13.31 8.75 10.73 14.59 8.27 16.32
001473 11.78 19.35 9.17 8.25 15.21 10.21 8.2 1.07
001474 11.84 14.63 14.14 14.65 11.25 8.75 12.7 14.67
001475 13.04 16.7 14.25 14.1 0.44 17.89 11.6 14.02
001476 14.12 12.62 2.29 8.28 13.56 8.01 14.3 8.65
001477 12.95 11.01 13.43 13.72 8.12 13.41 9.96 17.35
001478 16.81 11.11 17.13 8.52 12.34 3.84 8.72 4.52
001479 8.69 4.59 5.01 9.93 10.84 14.49 15.97 12.43
001480 14.54 19.53 15.26 9.2 8.65 17.23 18.1 9.93
001481 9.91 12.71 11.51 14.7 13.29 11.93 18.66 16.16
001482 16.32 9.47 14.06 14.67 14.68 0.82 10.8 5.96
001483 10.21 9.12 11.53 11.46 13.99 15.26 5.32 11.81
001484 15.21 19.51 10.61 3.96 16.15 11.46 17.15 17.22
001485 17.14 8.24 9.03 17.89 8.96 11.37 13.76 18.5
001486 16.38 15.53 8.57 16.4 14.44 10.26 12.04 16.82
001487 8.44 12.28 8.5 10.55 15.74 15.81 12.91 12.9
001488 12.91 1.43 1.89 15.43 13.58 1.28 7.66 16.86
001489 17.2 12.53 10.79 14.85 1.84 11.67 11.68 12.52
001490 4.38 16.89 10.01 0.48 14.27 15.99 13.95 18.76
001491 11.84 13.91 13.25 16.61 3.09 14.76 10.49 15.55
001492 16.3 5.55 19.64 16.21 9.7 11.4 16.84 13.71
001493 5.72 11.63 4.89 14.99 17.96 10.45 15.51 15.46
001494 12.72 13.72 5.45 12.64 3.34 12.92 13.03 13.8
001495 4.11 15.0 19.13 13.58 4.21 4.72 19.96 14.23
001496 9.14 14.71 0.2 12.67 7.82 17.31 9.58 9.91
001497 6.53 15.35 6.5 14.31 16.63 10.38 14.43 8.38
001498 6.95 10.22 11.19 16.45 8.97 8.5 11.52 15.65
001499 3.22 11.27 19.18 16.08 16.48 14.21 8.98 16.94
001500 8.09 17.72 17.9 12.23 10.72 12.55 4.38 14.82
001501 13.95 16.66 14.4 9.99 16.48 1.77 14.79 8.29
001502 10.45 16.38 12.84 9.01 9.17 16.44 8.01 3.52
001503 15.49 18.41 11.86 10.89 15.53 11.34 8.91 13.37
001504 11.34 10.14 11.92 6.74 15.99 11.29 11.72 3.86
001505 14.87 16.28 16.83 7.88 9.24 18.05 15.65 16.97
001506 14.07 16.98 9.34 11.35 9.49 16.37 6.39 10.22
001507 14.67 13.45 17.51 12.53 17.34 14.15 7.82 12.22
001508 5.59 11.67 15.18 15.23 12.01 14.39 11.52 9.16
001509 14.55 14.16 14.72 16.45 15.32 16.0 8.35 10.77
001510 14.05 12.61 0.32 10.81 10.82 2.49 2.32 4.48
001511 16.96 12.08 16.75 13.71 7.25 2.73 17.02 10.0
001512 6.31 9.58 8.55 3.13 19.48 1.32 17.59 14.8
001513 12.64 9.41 16.62 3.03 9.53 15.28 17.45 9.82
001514 12.51 6.39 15.49 2.31 14.08 12.06 4.97 9.2
001515 14.81 9.42 13.44 13.53 2.65 10.77 15.68 17.82
001516 13.8 0.05 2.15 14.12 16.39 0.86 15.66 17.08
001517 15.82 15.55 6.76 8.7 11.85 11.91 12.29 11.06
001518 17.3 12.5 13.31 14.97 17.66 9.53 14.12 16.92
001519 11.53 9.09 11.26 9.69 8.14 9.77 19.65 13.25
001520 14.22 7.29 12.69 12.02 10.76 3.52 2.34 12.89
001521 8.91 14.42 16.19 15.27 15.7 17.21 16.64 17.44
001522 11.26 10.34 4.81 8.29 8.69 8.27 16.87 15.1
001523 0.19 8.83 15.6 6.55 15.85 16.16 6.62 1.74
001524 17.95 8.25 12.56 8.0 15.96 17.55 8.58 13.67
001525 8.14 10.89 10.19 11.56 19.79 15.53 12.49 15.47
001526 12.3 7.11 16.55 6.28 16.35 13.2 9.42 16.36
001527 15.07 11.04 4.65 13.78 12.08 17.32 17.68 10.37
001528 8.57 8.2 8.66 9.29 10.34 1.69 7.0 13.18
001529 9.83 16.54 8.55 13.36 16.11 12.43 14.87 13.35
001530 11.75 15.38 16.82 18.98 16.28 14.15 7.55 13.14
001531 6.33 17.55 1.91 16.77 12.19 12.08 15.94 12.69
001532 14.92 6.88 12.42 16.66 14.55 0.53 11.9 15.69
001533 17.63 9.71 13.28 11.69 11.95 17.53 1.37 10.97
001534 10.72 10.05 11.57 13.78 8.85 16.77 9.18 17.98
001535 14.25 8.47 15.76 16.14 10.82 13.09 16.9 12.56
001536 16.22 11.18 8.38 12.81 10.11 16.17 10.06 17.9
001537 15.22 12.02 16.66 3.06 12.17 9.0 14.0 17.64
001538 9.57 9.18 16.93 13.59 19.65 6.47 1.75 18.02
001539 10.43 8.11 11.26 3.86 6.23 13.02 15.84 14.52
001540 1.36 13.31 9.2 17.28 5.68 14.43 10.86 0.7
001541 18.06 8.83 9.69 17.92 13.48 4.24 10.27 11.81
001542 15.19 17.91 9.54 9.1 8.42 10.84 9.67 14.03
001543 7.02 18.79 11.35 13.54 17.89 12.68 11.14 13.33
001544 13.68 15.91 15.5 3.43 17.19 17.18 12.77 15.79
001545 14.11 8.95 10.87 11.57 11.25 13.94 9.99 9.1
001546 16.51 14.78 8.74 10.35 10.1 9.36 16.41 5.98
001547 8.02 16.05 8.77 17.35 14.28 9.91 18.54 19.54
001548 11.68 15.05 14.42 14.26 1.08 11.5 17.22 0.31
001549 14.84 8.83 14.4 6.8 2.63 14.03 11.91 12.31
001550 11.66 15.52 15.11 15.23 11.75 8.98 13.82 10.02
001551 12.46 15.54 7.75 17.39 10.12 14.97 14.53 0.23
001552 11.02 14.54 11.79 17.03 13.84 10.84 9.26 8.11
001553 11.27 12.2 11.33 8.9 10.93 12.96 10.93 4.41
001554 11.45 10.33 8.48 13.28 13.07 14.41 14.01 7.29
001555 13.0 14.74 12.66 9.58 9.92 14.44 11.79 5.77
001556 17.38 16.77 9.06 8.63 12.05 13.98 12.71 13.37
001557 10.88 17.51 16.29 10.22 12.46 3.38 11.1 0.81
001558 16.64 17.89 15.22 1.15 8.1 15.19 11.54 18.77
001559 16.82 3.33 12.68 13.69 8.46 9.19 13.5 7.74
001560 15.79 17.39 15.48 18.54 17.66 4.05 16.67 17.51
001561 12.9 9.57 11.24 12.99 1.67 10.64 17.43 9.94
001562 4.98 14.77 5.4 11.35 0.35 14.84 15.09 10.01
001563 9.12 11.98 19.82 8.25 15.65 10.13 14.09 3.34
001564 14.6 9.56 11.77 10.59 12.06 14.82 13.18 10.63
001565 14.24 14.01 17.57 11.19 17.04 0.45 18.1 2.9
001566 9.96 16.37 9.76 17.85 14.24 10.61 10.53 10.09
001567 8.71 8.96 8.87 8.24 11.37 8.32 14.1 12.85
001568 12.87 10.42 17.71 9.1 17.72 14.32 11.75 7.48
001569 17.68 8.11 8.25 10.54 13.03 7.72 13.45 16.46
001570 16.28 12.59 10.67 17.33 14.13 11.23 9.79 16.7
001571 10.23 4.2 18.45 11.55 9.86 17.89 15.41 14.35
001572 8.83 11.7 1.46 8.11 10.44 15.59 14.44 15.86
001573 14.21 12.64 4.98 12.11 15.47 7.31 14.2 12.59
001574 17.61 14.94 5.37 9.12 16.26 13.14 9.13 12.08
001575 19.97 14.85 14.14 13.93 4.78 15.81 17.02 11.73
001576 15.78 17.29 15.15 12.19 10.25 14.12 4.45 17.98
001577 12.25 11.23 16.07 13.65 5.84 17.69 10.32 16.35
001578 17.59 19.47 19.65 15.24 8.74 4.62 7.67 15.09
001579 8.82 14.52 13.4 9.64 14.19 10.33 18.78 19.33
001580 11.01 14.01 3.51 11.23 19.32 12.26 17.46 5.37
001581 14.12 2.99 10.12 10.0 12.79 14.16 17.6 12.38
001582 11.83 10.46 11.94 16.89 13.6 2.46 8.93 17.81
001583 11.97 14.77 19.85 14.1 4.56 8.84 8.26 14.94
001584 9.41 18.63 9.58 17.46 8.55 11.87 10.98 10.63
001585 19.93 9.23 14.73 16.13 17.08 13.18 15.24 8.86
001586 10.91 9.11 13.91 17.68 15.81 16.6 9.32 14.39
001587 13.5 9.28 12.5 16.14 16.87 9.39 10.43 12.95
001588 14.77 13.48 13.47 16.98 14.22 15.9 17.74 12.49
001589 13.89 9.75 11.93 7.11 15.04 5.46 9.95 12.05
001590 10.46 3.1 17.01 17.89 16.03 15.52 9.02 17.7
001591 16.78 14.95 7.28 16.06 12.43 15.69 16.95 13.39
001592 10.01 16.09 10.44 9.67 14.87 16.01 17.35 10.56
001593 8.97 12.31 13.51 10.65 8.4 11.46 13.65 11.14
001594 1.99 14.5 16.18 14.3 10.97 12.78 18.78 17.17
001595 12.81 11.44 14.57 13.36 13.86 14.58 13.57 8.65
001596 15.61 16.27 19.67 14.12 12.73 8.15 17.61 10.52
001597 17.27 15.07 2.94 14.72 16.14 17.79 5.06 10.3
001598 13.83 17.14 0.11 6.71 14.24 9.44 4.76 8.33
001599 11.36 6.97 8.67 8.17 14.67 17.92 12.61 10.63
001600 8.06 19.92 8.47 12.16 8.71 11.22 9.5 11.61
001601 17.95 17.47 2.97 7.53 15.96 12.93 9.41 14.5
001602 4.11 13.5 15.3 5.31 8.89 15.17 9.63 16.63
001603 2.59 8.99 9.75 17.17 16.99 11.62 14.81 14.74
001604 10.77 12.78 17.23 15.21 1.32 11.27 9.91 4.44
001605 15.94 9.5 14.56 13.53 15.09 4.91 15.22 11.81
001606 12.44 14.32 8.21 16.98 4.02 12.99 9.43 9.23
001607 11.76 10.93 13.36 3.93 8.7 15.45 14.41 3.24
001608 16.19 11.14 8.18 10.89 17.4 12.96 8.8 0.85
001609 10.34 12.59 16.77 12.27 17.13 17.26 11.75 12.43
001610 13.63 13.3 15.1 8.14 14.36 15.38 13.52 14.15
001611 13.87 18.84 19.88 15.66 3.96 10.31 14.69 9.09
001612 9.66 12.25 17.69 14.62 8.33 15.63 19.29 17.13
001613 16.43 3.5 15.94 1.76 14.98 14.72 15.85 11.4
001614 5.58 17.5 8.72 9.21 16.74 12.83 11.66 12.63
001615 19.47 9.16 15.53 9.79 16.46 15.36 11.16 8.19
001616 19.4 9.98 12.04 13.16 13.83 8.26 10.86 12.2
001617 14.12 16.68 16.95 12.68 4.1 9.14 2.18 14.4
001618 15.07 9.95 10.51 0.15 11.66 16.02 4.86 15.89
001619 13.77 10.12 16.53 8.23 9.04 11.62 14.79 17.44
001620 10.38 12.97 4.07 14.9 13.62 15.81 6.73 14.54
001621 8.96 18.11 16.07 12.57 15.74 3.09 16.46 16.3
001622 11.76 11.27 17.15 14.21 10.12 9.42 11.45 10.74
001623 16.99 15.35 8.05 14.26 17.84 5.95 8.85 8.53
001624 10.74 2.03 16.67 10.4 15.46 14.77 11.92 17.86
001625 1.1 17.92 11.25 17.83 1.93 0.13 14.66 11.41
001626 10.16 19.9 10.88 8.7 17.47 7.86 10.76 16.07
001627 13.43 14.19 16.06 12.37 11.92 17.21 15.27 6.85
001628 8.04 8.18 12.4 13.45 11.48 16.68 7.63 9.57
001629 8.37 15.23 13.27 2.59 8.72 10.53 3.74 13.13
001630 12.2 17.94 15.18 9.39 16.61 14.53 10.57 14.06
001631 15.95 7.45 8.72 11.83 11.91 2.25 14.74 13.61
001632 8.02 14.66 14.37 17.34 9.52 16.32 11.72 12.69
