Num_CIN FG Rang
000892 572.71 1498
004202 572.69 1499
000344 572.67 1500
001432 572.66 1501
001881 572.65 1502
000746 572.64 1503
000270 572.58 1504
002982 572.57 1505
003485 572.54 1506
002818 572.42 1507
001808 572.4 1508
003659 572.38 1509
004530 572.36 1510
002296 572.34 1511
004792 572.32 1512
000718 572.25 1513
004092 572.24 1514
000020 572.23 1515
000757 572.22 1516
000348 572.18 1517
003564 572.14 1518
002854 572.09 1519
001700 572.07 1520
003134 572.07 1521
001041 572.01 1522
000667 572.0 1523
002433 571.96 1524
004254 571.93 1525
003156 571.91 1526
002373 571.86 1527
002229 571.85 1528
001102 571.84 1529
000569 571.82 1530
002887 571.79 1531
001476 571.76 1532
001184 571.75 1533
002316 571.75 1534
002994 571.7 1535
001502 571.69 1536
001348 571.63 1537
001339 571.62 1538
003983 571.54 1539
003671 571.49 1540
000996 571.46 1541
003402 571.43 1542
002261 571.36 1543
001608 571.33 1544
001159 571.3 1545
002313 571.28 1546
002105 571.24 1547
004514 571.14 1548
000005 571.09 1549
001194 571.08 1550
002960 571.06 1551
003380 571.05 1552
002882 570.95 1553
002205 570.94 1554
003038 570.89 1555
004335 570.87 1556
001219 570.86 1557
000289 570.78 1558
000660 570.76 1559
001763 570.75 1560
000273 570.68 1561
003520 570.68 1562
001597 570.65 1563
004381 570.64 1564
000602 570.56 1565
004878 570.53 1566
000369 570.45 1567
000306 570.39 1568
000527 570.35 1569
004915 570.35 1570
001730 570.32 1571
003892 570.27 1572
002720 570.24 1573
002381 570.18 1574
003246 570.18 1575
003321 570.12 1576
003613 570.12 1577
000380 570.1 1578
000523 570.05 1579
000994 570.05 1580
003984 570.05 1581
000461 569.94 1582
002148 569.94 1583
000101 569.93 1584
000142 569.93 1585
000098 569.9 1586
004565 569.87 1587
003742 569.83 1588
002989 569.78 1589
002124 569.75 1590
004688 569.74 1591
000070 569.61 1592
002095 569.59 1593
004426 569.58 1594
004918 569.55 1595
001014 569.52 1596
004362 569.47 1597
003823 569.4 1598
003965 569.4 1599
004843 569.4 1600
003677 569.32 1601
003684 569.32 1602
003323 569.29 1603
002479 569.16 1604
003814 569.05 1605
004838 568.99 1606
004576 568.97 1607
004562 568.95 1608
001466 568.89 1609
003820 568.85 1610
002875 568.81 1611
003808 568.79 1612
001434 568.71 1613
003741 568.66 1614
002100 568.6 1615
003497 568.5 1616
001086 568.49 1617
001581 568.42 1618
001825 568.41 1619
004868 568.39 1620
003001 568.37 1621
004449 568.32 1622
002367 568.3 1623
000109 568.29 1624
003091 568.26 1625
003824 568.2 1626
002184 568.18 1627
002844 568.16 1628
000464 568.12 1629
000551 568.12 1630
001832 567.99 1631
001568 567.98 1632
003303 567.92 1633
003720 567.88 1634
000146 567.83 1635
001010 567.81 1636
004229 567.76 1637
002974 567.75 1638
003377 567.67 1639
002173 567.6 1640
002524 567.46 1641
003298 567.46 1642
000073 567.45 1643
002884 567.44 1644
000955 567.42 1645
001998 567.42 1646
004011 567.36 1647
000752 567.28 1648
003930 567.28 1649
002817 567.15 1650
001242 567.04 1651
002616 567.04 1652
003897 567.03 1653
001461 567.01 1654
000960 567.0 1655
001092 566.98 1656
002327 566.89 1657
004395 566.89 1658
002821 566.87 1659
003829 566.86 1660
002430 566.85 1661
004819 566.84 1662
004291 566.78 1663
002871 566.76 1664
003280 566.7 1665
003067 566.69 1666
002451 566.63 1667
000981 566.61 1668
001044 566.6 1669
000648 566.58 1670
001514 566.55 1671
001457 566.52 1672
004845 566.49 1673
000704 566.48 1674
003130 566.48 1675
000785 566.41 1676
001945 566.37 1677
002752 566.35 1678
004270 566.34 1679
000398 566.32 1680
003326 566.27 1681
003175 566.25 1682
003047 566.24 1683
002925 566.2 1684
002515 566.12 1685
003934 566.1 1686
001171 566.07 1687
004541 566.05 1688
004778 566.04 1689
001275 565.96 1690
002051 565.9 1691
003019 565.89 1692
004368 565.82 1693
004051 565.79 1694
004318 565.77 1695
000614 565.76 1696
004779 565.75 1697
003123 565.74 1698
004682 565.72 1699
002769 565.65 1700
001768 565.64 1701
002292 565.63 1702
002307 565.58 1703
000220 565.57 1704
004637 565.54 1705
003577 565.45 1706
004859 565.45 1707
003048 565.42 1708
000498 565.41 1709
004481 565.41 1710
000250 565.39 1711
000374 565.39 1712
002843 565.35 1713
001281 565.34 1714
000804 565.33 1715
002586 565.31 1716
000337 565.29 1717
000692 565.27 1718
002413 565.23 1719
000878 565.22 1720
003336 565.2 1721
000235 565.16 1722
001401 565.13 1723
004765 565.12 1724
001878 565.1 1725
000282 565.09 1726
004237 565.08 1727
000179 565.06 1728
004971 565.05 1729
002685 564.99 1730
001905 564.94 1731
003384 564.9 1732
002115 564.89 1733
004851 564.87 1734
003752 564.76 1735
001018 564.75 1736
001226 564.75 1737
004828 564.75 1738
004180 564.68 1739
004714 564.65 1740
003607 564.62 1741
003375 564.56 1742
000938 564.54 1743
000696 564.51 1744
003189 564.5 1745
000033 564.45 1746
000094 564.42 1747
000585 564.38 1748
003398 564.34 1749
004195 564.33 1750
002722 564.3 1751
002444 564.26 1752
004594 564.22 1753
003705 564.18 1754
003837 564.05 1755
000995 563.97 1756
004489 563.97 1757
003312 563.91 1758
002343 563.89 1759
002667 563.72 1760
004292 563.72 1761
000816 563.71 1762
003800 563.67 1763
000351 563.65 1764
001025 563.58 1765
002082 563.46 1766
002196 563.37 1767
003096 563.3 1768
002759 563.21 1769
001732 563.16 1770
003399 563.14 1771
003664 563.12 1772
003418 563.07 1773
004460 563.04 1774
000368 562.99 1775
000144 562.96 1776
000035 562.9 1777
001750 562.81 1778
000232 562.79 1779
001530 562.72 1780
002340 562.7 1781
002948 562.7 1782
003178 562.68 1783
000808 562.65 1784
004996 562.64 1785
004392 562.62 1786
000063 562.61 1787
004914 562.6 1788
000706 562.57 1789
002826 562.45 1790
000794 562.44 1791
003406 562.41 1792
004847 562.41 1793
001551 562.4 1794
002511 562.4 1795
003057 562.3 1796
001483 562.07 1797
004989 562.03 1798
000581 562.02 1799
001495 561.97 1800
000787 561.95 1801
004143 561.89 1802
001595 561.87 1803
000732 561.86 1804
003541 561.86 1805
002822 561.79 1806
001639 561.78 1807
000683 561.75 1808
000922 561.68 1809
004348 561.67 1810
001871 561.66 1811
001643 561.6 1812
001722 561.54 1813
003849 561.54 1814
000907 561.49 1815
000411 561.48 1816
004165 561.48 1817
000249 561.47 1818
004380 561.47 1819
003094 561.45 1820
001378 561.23 1821
003085 561.21 1822
003704 561.14 1823
004350 561.13 1824
004774 561.12 1825
001332 561.06 1826
001646 561.05 1827
000018 561.04 1828
001214 561.04 1829
002036 561.02 1830
004322 560.8 1831
000811 560.79 1832
000160 560.71 1833
000258 560.71 1834
002206 560.7 1835
002344 560.6 1836
000888 560.59 1837
004689 560.58 1838
004738 560.53 1839
001969 560.52 1840
001973 560.52 1841
004346 560.51 1842
003261 560.49 1843
003543 560.49 1844
000989 560.48 1845
004931 560.48 1846
004524 560.44 1847
001946 560.4 1848
004159 560.36 1849
000592 560.31 1850
004635 560.31 1851
003832 560.26 1852
003133 560.23 1853
000303 560.16 1854
001489 560.12 1855
004219 560.12 1856
002627 560.06 1857
000340 560.04 1858
004744 559.97 1859
002785 559.82 1860
001692 559.8 1861
002312 559.78 1862
001293 559.7 1863
002888 559.7 1864
003620 559.7 1865
000056 559.65 1866
003120 559.63 1867
004753 559.57 1868
000263 559.49 1869
004204 559.49 1870
004676 559.44 1871
000630 559.34 1872
000365 559.17 1873
000707 559.14 1874
004412 559.01 1875
000556 559.0 1876
004080 558.97 1877
004235 558.93 1878
001520 558.92 1879
000253 558.9 1880
001683 558.9 1881
001822 558.89 1882
001769 558.88 1883
002321 558.78 1884
001815 558.76 1885
003523 558.71 1886
000228 558.68 1887
004685 558.68 1888
001715 558.66 1889
002636 558.61 1890
001837 558.58 1891
000633 558.52 1892
001167 558.51 1893
003011 558.5 1894
001424 558.48 1895
003176 558.45 1896
000260 558.44 1897
002591 558.4 1898
000927 558.3 1899
004727 558.3 1900
002657 558.29 1901
003435 558.29 1902
004539 558.29 1903
003948 558.23 1904
002892 558.22 1905
001149 558.13 1906
003215 558.08 1907
002545 557.98 1908
001921 557.96 1909
003719 557.96 1910
000680 557.91 1911
000820 557.82 1912
004444 557.81 1913
000640 557.79 1914
001659 557.79 1915
000194 557.77 1916
002200 557.74 1917
000793 557.71 1918
002707 557.7 1919
003551 557.7 1920
002405 557.69 1921
001001 557.68 1922
003910 557.67 1923
001398 557.66 1924
000190 557.62 1925
004259 557.6 1926
004764 557.6 1927
003830 557.58 1928
003957 557.54 1929
003428 557.4 1930
001478 557.33 1931
000430 557.3 1932
001982 557.27 1933
000979 557.24 1934
003972 557.23 1935
002195 557.22 1936
004286 557.11 1937
001922 557.07 1938
003722 557.06 1939
002920 557.05 1940
000799 556.99 1941
000354 556.94 1942
004927 556.92 1943
003147 556.8 1944
003617 556.8 1945
002674 556.79 1946
002838 556.79 1947
000435 556.75 1948
003126 556.62 1949
003555 556.55 1950
001667 556.53 1951
002642 556.51 1952
002894 556.48 1953
004333 556.46 1954
000135 556.43 1955
000450 556.43 1956
001369 556.38 1957
000485 556.36 1958
002161 556.27 1959
003993 556.22 1960
000883 556.2 1961
002129 556.14 1962
004499 556.08 1963
001186 556.07 1964
000988 556.02 1965
000166 555.99 1966
001235 555.99 1967
001893 555.97 1968
004337 555.96 1969
002559 555.93 1970
003400 555.91 1971
003413 555.9 1972
000652 555.84 1973
002792 555.83 1974
001897 555.81 1975
004854 555.76 1976
000199 555.7 1977
000446 555.7 1978
002449 555.69 1979
001904 555.67 1980
004218 555.63 1981
000526 555.61 1982
002855 555.6 1983
002918 555.56 1984
003744 555.44 1985
000679 555.43 1986
000604 555.41 1987
003187 555.39 1988
002814 555.38 1989
000736 555.34 1990
002802 555.33 1991
002037 555.28 1992
003701 555.24 1993
003946 555.22 1994
002074 555.11 1995
000339 555.1 1996
002598 554.91 1997
000895 554.89 1998
004415 554.88 1999
000300 554.82 2000
004367 554.76 2001
001949 554.71 2002
002060 554.68 2003
003286 554.67 2004
004009 554.62 2005
000478 554.59 2006
004889 554.54 2007
002706 554.52 2008
004355 554.52 2009
001349 554.45 2010
004327 554.43 2011
000792 554.4 2012
001980 554.38 2013
003941 554.37 2014
004269 554.37 2015
003293 554.36 2016
004431 554.33 2017
000689 554.21 2018
004797 554.2 2019
002277 554.17 2020
003863 554.09 2021
002314 554.07 2022
003576 554.06 2023
001770 553.99 2024
001744 553.92 2025
004076 553.87 2026
004785 553.87 2027
002049 553.74 2028
003184 553.7 2029
004002 553.67 2030
000454 553.61 2031
000486 553.61 2032
003431 553.6 2033
002719 553.53 2034
002231 553.51 2035
001004 553.45 2036
000698 553.44 2037
004309 553.41 2038
001589 553.37 2039
004885 553.27 2040
001594 553.23 2041
001060 553.13 2042
000221 553.12 2043
004161 553.06 2044
000740 553.02 2045
001953 552.95 2046
002811 552.9 2047
003540 552.9 2048
003646 552.87 2049
001935 552.79 2050
004245 552.79 2051
000347 552.78 2052
000595 552.77 2053
004563 552.75 2054
003405 552.73 2055
003202 552.71 2056
001173 552.62 2057
004320 552.44 2058
002289 552.43 2059
001515 552.4 2060
002156 552.4 2061
001891 552.38 2062
001990 552.35 2063
004579 552.32 2064
003529 552.3 2065
003207 552.26 2066
003547 552.25 2067
004016 552.25 2068
004347 552.24 2069
004650 552.24 2070
003272 552.23 2071
001144 552.15 2072
004049 552.12 2073
002808 552.06 2074
004215 552.03 2075
002655 552.02 2076
004142 552.02 2077
002865 551.96 2078
002695 551.87 2079
004404 551.86 2080
003735 551.85 2081
003267 551.7 2082
002997 551.69 2083
003262 551.48 2084
000265 551.46 2085
004133 551.41 2086
001473 551.35 2087
000409 551.32 2088
000893 551.29 2089
003352 551.27 2090
001839 551.25 2091
003247 551.2 2092
000530 551.19 2093
004771 551.17 2094
000479 551.13 2095
004584 551.12 2096
001508 551.1 2097
001796 551.08 2098
004099 551.06 2099
002027 551.05 2100
003037 551.05 2101
000682 551.01 2102
000467 551.0 2103
001756 550.9 2104
003997 550.9 2105
001712 550.89 2106
001577 550.88 2107
003083 550.87 2108
004557 550.83 2109
000015 550.81 2110
002345 550.76 2111
002645 550.74 2112
002141 550.7 2113
004120 550.68 2114
002153 550.52 2115
002617 550.52 2116
000992 550.42 2117
000735 550.41 2118
003522 550.37 2119
003068 550.36 2120
003550 550.32 2121
004892 550.26 2122
001304 550.23 2123
001586 550.2 2124
001389 550.17 2125
004661 550.14 2126
001005 550.07 2127
004932 550.04 2128
003456 550.02 2129
000573 550.0 2130
001449 549.99 2131
002288 549.99 2132
002259 549.96 2133
001711 549.94 2134
002403 549.91 2135
002852 549.88 2136
001207 549.86 2137
003724 549.84 2138
002676 549.82 2139
003232 549.82 2140
002445 549.72 2141
003053 549.67 2142
002788 549.66 2143
003666 549.62 2144
004232 549.6 2145
002946 549.59 2146
004697 549.56 2147
003955 549.53 2148
003676 549.5 2149
002934 549.48 2150
001947 549.46 2151
000831 549.45 2152
002008 549.36 2153
000800 549.31 2154
004393 549.31 2155
002497 549.27 2156
001650 549.18 2157
003531 549.17 2158
004190 549.17 2159
001388 549.09 2160
000372 549.04 2161
001536 549.01 2162
000639 548.93 2163
001359 548.83 2164
001271 548.82 2165
000132 548.79 2166
004756 548.78 2167
004323 548.77 2168
001448 548.7 2169
003753 548.7 2170
004974 548.64 2171
001558 548.61 2172
003786 548.6 2173
003192 548.53 2174
003004 548.47 2175
003905 548.43 2176
001952 548.35 2177
003287 548.34 2178
002503 548.32 2179
000229 548.21 2180
000768 548.19 2181
000925 548.18 2182
001701 548.18 2183
000362 548.17 2184
000367 548.16 2185
002505 548.15 2186
004895 548.11 2187
003718 548.07 2188
001444 548.06 2189
000724 548.05 2190
004954 548.02 2191
002494 548.01 2192
002600 547.99 2193
000830 547.97 2194
004503 547.97 2195
001126 547.93 2196
000705 547.88 2197
002971 547.88 2198
001121 547.86 2199
001896 547.84 2200
004737 547.77 2201
001934 547.76 2202
000858 547.73 2203
002738 547.7 2204
001199 547.67 2205
002475 547.65 2206
003374 547.65 2207
001903 547.6 2208
004589 547.6 2209
002877 547.55 2210
000872 547.54 2211
003266 547.54 2212
001464 547.48 2213
004344 547.43 2214
000788 547.4 2215
002509 547.4 2216
004015 547.34 2217
002621 547.3 2218
002861 547.25 2219
001038 547.24 2220
002306 547.18 2221
003023 547.15 2222
000336 547.13 2223
001223 547.07 2224
003557 547.03 2225
000855 547.0 2226
002018 546.97 2227
004549 546.97 2228
004101 546.91 2229
002216 546.84 2230
000521 546.8 2231
003843 546.79 2232
003825 546.76 2233
002533 546.74 2234
004122 546.73 2235
004130 546.71 2236
002943 546.67 2237
002518 546.65 2238
002067 546.64 2239
002851 546.64 2240
001613 546.63 2241
003678 546.52 2242
003559 546.51 2243
003170 546.47 2244
004482 546.46 2245
001498 546.44 2246
000489 546.43 2247
003548 546.43 2248
000341 546.42 2249
001097 546.42 2250
000856 546.37 2251
001094 546.28 2252
002798 546.24 2253
001791 546.22 2254
002209 546.2 2255
004025 546.2 2256
001749 546.12 2257
002953 546.12 2258
001838 546.0 2259
002965 545.99 2260
003615 545.9 2261
001007 545.84 2262
001561 545.84 2263
001421 545.81 2264
003371 545.77 2265
004929 545.77 2266
001513 545.62 2267
002613 545.62 2268
003333 545.61 2269
004860 545.55 2270
002804 545.54 2271
000394 545.52 2272
000410 545.52 2273
002441 545.5 2274
004791 545.45 2275
002806 545.42 2276
004937 545.38 2277
004686 545.34 2278
002437 545.31 2279
004438 545.31 2280
000725 545.3 2281
001465 545.27 2282
002372 545.26 2283
000114 545.23 2284
001519 545.13 2285
003706 545.1 2286
003714 545.09 2287
003903 545.09 2288
003953 545.03 2289
001002 544.9 2290
003359 544.79 2291
003429 544.78 2292
000071 544.76 2293
000632 544.74 2294
002812 544.74 2295
002132 544.72 2296
001279 544.67 2297
001419 544.66 2298
001830 544.55 2299
002743 544.54 2300
003114 544.45 2301
002485 544.44 2302
002795 544.44 2303
003916 544.43 2304
003183 544.41 2305
002610 544.4 2306
002047 544.39 2307
001908 544.34 2308
000848 544.29 2309
003902 544.24 2310
000916 544.22 2311
004148 544.17 2312
002739 544.06 2313
000924 544.05 2314
001810 543.97 2315
003237 543.97 2316
003651 543.9 2317
000003 543.85 2318
000185 543.83 2319
001979 543.77 2320
003669 543.76 2321
003834 543.68 2322
004547 543.63 2323
000224 543.53 2324
004331 543.51 2325
001779 543.48 2326
000900 543.45 2327
002104 543.36 2328
000591 543.35 2329
002532 543.32 2330
004264 543.32 2331
002607 543.31 2332
002648 543.31 2333
004613 543.31 2334
001512 543.3 2335
002052 543.3 2336
002182 543.28 2337
003372 543.28 2338
002735 543.27 2339
002406 543.22 2340
004824 543.21 2341
003342 543.19 2342
001734 543.17 2343
003838 543.17 2344
004991 543.14 2345
004574 543.08 2346
002006 543.06 2347
001873 542.99 2348
004420 542.97 2349
002641 542.92 2350
001858 542.9 2351
000798 542.89 2352
004115 542.85 2353
002044 542.8 2354
002385 542.8 2355
001479 542.79 2356
004538 542.78 2357
000156 542.76 2358
001697 542.74 2359
003391 542.71 2360
003087 542.7 2361
004452 542.64 2362
002595 542.62 2363
003224 542.54 2364
000865 542.5 2365
000133 542.47 2366
004839 542.46 2367
002311 542.44 2368
002446 542.42 2369
001006 542.38 2370
003737 542.34 2371
004711 542.26 2372
002476 542.19 2373
003073 542.16 2374
002809 542.12 2375
001296 542.09 2376
000024 542.03 2377
001265 542.0 2378
002185 541.89 2379
003153 541.87 2380
002622 541.82 2381
000562 541.81 2382
004877 541.76 2383
001318 541.74 2384
003940 541.69 2385
004544 541.67 2386
003580 541.59 2387
003711 541.54 2388
002178 541.51 2389
004178 541.5 2390
004135 541.49 2391
001244 541.46 2392
000335 541.41 2393
003243 541.36 2394
001606 541.34 2395
004455 541.3 2396
000028 541.26 2397
004225 541.22 2398
000280 540.99 2399
002160 540.89 2400
003867 540.88 2401
004570 540.86 2402
002319 540.84 2403
001284 540.83 2404
002915 540.77 2405
000087 540.76 2406
000238 540.59 2407
000376 540.52 2408
000991 540.37 2409
001884 540.36 2410
004818 540.36 2411
004061 540.32 2412
004228 540.31 2413
002083 540.28 2414
000002 540.22 2415
003042 540.22 2416
002325 540.2 2417
001704 540.17 2418
000176 540.12 2419
000535 540.1 2420
003410 540.07 2421
004399 540.07 2422
003991 540.05 2423
004144 540.05 2424
001496 540.04 2425
001257 540.03 2426
002012 539.99 2427
001526 539.98 2428
001642 539.97 2429
003165 539.96 2430
002675 539.92 2431
004280 539.9 2432
003511 539.89 2433
004319 539.82 2434
000873 539.77 2435
002837 539.77 2436
002913 539.77 2437
004328 539.73 2438
000420 539.64 2439
004123 539.61 2440
000859 539.57 2441
001869 539.53 2442
003190 539.53 2443
002582 539.49 2444
002506 539.46 2445
002424 539.43 2446
000211 539.39 2447
000713 539.34 2448
001203 539.28 2449
002878 539.23 2450
004973 539.23 2451
001623 539.18 2452
001936 539.17 2453
000466 539.11 2454
000712 539.06 2455
000953 539.04 2456
002285 538.89 2457
000870 538.82 2458
004262 538.81 2459
002510 538.77 2460
002770 538.63 2461
004529 538.55 2462
002542 538.54 2463
004077 538.54 2464
000052 538.52 2465
003179 538.49 2466
003305 538.41 2467
001719 538.38 2468
004425 538.36 2469
001665 538.34 2470
001198 538.32 2471
000277 538.27 2472
001248 538.24 2473
001702 538.24 2474
001971 538.23 2475
002134 538.16 2476
004504 538.16 2477
000743 538.13 2478
004338 538.12 2479
000638 538.07 2480
002776 538.05 2481
000197 537.96 2482
003228 537.91 2483
001582 537.9 2484
003893 537.9 2485
001017 537.88 2486
000051 537.85 2487
001282 537.84 2488
001663 537.83 2489
001647 537.81 2490
004483 537.78 2491
002050 537.76 2492
002123 537.74 2493
000172 537.71 2494
003345 537.69 2495
004227 537.69 2496
004253 537.67 2497
001264 537.66 2498
000044 537.62 2499
000544 537.54 2500
002236 537.51 2501
001116 537.46 2502
002954 537.4 2503
003642 537.28 2504
004665 537.23 2505
000064 537.22 2506
004486 537.22 2507
004022 537.15 2508
003005 537.11 2509
002786 537.03 2510
003330 537.01 2511
001354 536.97 2512
001371 536.97 2513
000107 536.93 2514
004950 536.92 2515
000140 536.86 2516
001065 536.86 2517
001899 536.85 2518
001277 536.82 2519
004052 536.82 2520
003135 536.77 2521
002528 536.72 2522
002671 536.72 2523
004429 536.66 2524
003111 536.6 2525
000205 536.59 2526
002593 536.53 2527
002059 536.48 2528
003660 536.45 2529
001024 536.42 2530
001009 536.39 2531
001409 536.39 2532
000493 536.31 2533
003288 536.24 2534
003847 536.24 2535
002284 536.23 2536
000167 536.22 2537
000256 536.21 2538
002114 536.21 2539
000428 536.19 2540
003624 536.15 2541
004040 536.11 2542
004683 536.11 2543
003464 536.1 2544
003378 536.06 2545
000915 536.03 2546
001818 536.02 2547
000739 535.99 2548
004587 535.93 2549
001128 535.92 2550
004408 535.8 2551
002106 535.79 2552
001743 535.78 2553
000586 535.74 2554
001641 535.72 2555
000181 535.64 2556
004826 535.62 2557
000970 535.54 2558
003665 535.46 2559
004560 535.4 2560
000272 535.39 2561
002133 535.38 2562
001324 535.26 2563
004729 535.14 2564
003811 535.13 2565
001096 535.07 2566
004644 535.03 2567
004083 535.02 2568
001320 534.99 2569
003563 534.86 2570
003734 534.85 2571
003334 534.82 2572
003789 534.77 2573
002473 534.76 2574
001919 534.73 2575
000342 534.71 2576
002386 534.7 2577
004548 534.64 2578
000628 534.63 2579
002801 534.63 2580
000840 534.58 2581
002357 534.57 2582
004096 534.57 2583
000889 534.45 2584
000940 534.41 2585
000826 534.38 2586
001669 534.35 2587
001984 534.34 2588
002570 534.34 2589
004014 534.3 2590
002177 534.27 2591
003888 534.22 2592
004968 534.16 2593
002137 534.15 2594
004924 533.95 2595
000508 533.92 2596
000618 533.91 2597
004288 533.89 2598
004330 533.88 2599
000443 533.83 2600
000942 533.83 2601
001666 533.74 2602
002029 533.73 2603
000279 533.68 2604
000455 533.67 2605
000169 533.6 2606
001437 533.59 2607
003536 533.57 2608
003858 533.55 2609
000584 533.51 2610
002011 533.51 2611
000139 533.45 2612
003886 533.36 2613
000731 533.35 2614
001316 533.33 2615
002183 533.31 2616
003388 533.31 2617
000432 533.26 2618
002412 533.26 2619
003535 533.23 2620
000429 533.22 2621
001325 533.22 2622
003256 533.2 2623
004553 533.19 2624
002900 533.11 2625
003129 532.98 2626
002264 532.96 2627
004389 532.94 2628
004277 532.93 2629
002634 532.87 2630
003209 532.86 2631
004459 532.84 2632
003390 532.83 2633
001455 532.79 2634
000119 532.71 2635
000424 532.71 2636
003833 532.69 2637
002165 532.67 2638
002422 532.61 2639
001731 532.59 2640
001637 532.54 2641
003273 532.53 2642
004214 532.53 2643
000075 532.51 2644
000212 532.43 2645
001758 532.38 2646
001091 532.37 2647
000911 532.26 2648
002858 532.13 2649
002531 532.06 2650
004958 532.06 2651
001574 532.05 2652
002544 532.04 2653
001529 532.0 2654
002454 531.98 2655
000641 531.97 2656
003743 531.93 2657
002440 531.92 2658
003121 531.91 2659
002794 531.86 2660
004670 531.86 2661
003082 531.83 2662
003145 531.79 2663
000034 531.72 2664
001481 531.65 2665
004890 531.63 2666
004970 531.6 2667
003050 531.56 2668
001261 531.52 2669
002678 531.52 2670
004802 531.46 2671
001295 531.44 2672
004018 531.43 2673
002592 531.4 2674
003546 531.36 2675
004772 531.24 2676
000440 531.19 2677
001307 531.08 2678
004000 531.06 2679
002967 531.05 2680
000588 531.04 2681
003163 531.0 2682
002916 530.98 2683
000974 530.94 2684
002333 530.87 2685
002501 530.81 2686
004153 530.79 2687
001610 530.75 2688
003650 530.73 2689
003465 530.72 2690
004050 530.71 2691
001596 530.7 2692
000570 530.69 2693
002194 530.69 2694
001374 530.63 2695
004614 530.62 2696
003031 530.6 2697
003014 530.58 2698
004720 530.55 2699
004671 530.47 2700
002144 530.4 2701
003493 530.28 2702
001273 530.26 2703
000879 530.18 2704
004755 530.18 2705
002365 530.07 2706
002270 530.02 2707
002991 529.94 2708
000043 529.78 2709
000401 529.77 2710
002080 529.76 2711
003663 529.76 2712
002455 529.7 2713
004217 529.66 2714
003680 529.65 2715
004139 529.61 2716
004741 529.6 2717
001386 529.46 2718
003890 529.46 2719
003566 529.44 2720
004527 529.42 2721
002513 529.39 2722
001872 529.34 2723
001501 529.32 2724
001122 529.3 2725
004809 529.28 2726
000124 529.25 2727
001741 529.15 2728
004458 529.09 2729
002749 529.02 2730
001022 529.0 2731
004028 528.99 2732
001314 528.95 2733
003773 528.95 2734
004241 528.92 2735
000308 528.88 2736
000745 528.78 2737
004502 528.67 2738
003537 528.66 2739
002546 528.65 2740
003186 528.65 2741
000326 528.64 2742
002550 528.55 2743
002431 528.53 2744
004247 528.49 2745
000048 528.45 2746
003387 528.44 2747
003264 528.31 2748
003233 528.29 2749
002172 528.18 2750
000613 528.17 2751
003732 528.17 2752
004712 528.17 2753
001865 528.15 2754
002828 528.13 2755
001367 528.11 2756
003495 528.11 2757
000649 528.05 2758
000453 527.85 2759
003727 527.83 2760
004206 527.76 2761
004623 527.6 2762
001559 527.58 2763
004485 527.58 2764
003754 527.53 2765
000422 527.51 2766
001541 527.45 2767
003177 527.45 2768
004177 527.42 2769
004694 527.41 2770
002066 527.38 2771
003115 527.35 2772
002283 527.31 2773
004155 527.23 2774
000120 527.21 2775
002639 527.17 2776
004535 527.17 2777
002868 527.16 2778
002032 527.12 2779
001867 527.03 2780
002429 527.03 2781
003899 526.91 2782
000086 526.9 2783
004017 526.9 2784
000646 526.8 2785
003925 526.76 2786
003166 526.61 2787
001472 526.5 2788
000663 526.48 2789
004468 526.47 2790
002668 526.46 2791
003914 526.45 2792
004043 526.42 2793
004376 526.41 2794
002443 526.37 2795
000868 526.31 2796
002842 526.26 2797
004713 526.25 2798
000201 526.21 2799
004189 526.21 2800
000684 526.17 2801
002999 526.16 2802
004343 526.13 2803
001250 525.95 2804
002548 525.93 2805
004870 525.92 2806
001106 525.9 2807
000196 525.84 2808
003148 525.84 2809
002383 525.82 2810
004128 525.82 2811
003656 525.73 2812
001046 525.68 2813
002428 525.67 2814
000393 525.57 2815
003777 525.55 2816
002756 525.53 2817
003116 525.5 2818
002692 525.48 2819
003440 525.48 2820
002407 525.35 2821
003328 525.34 2822
000136 525.33 2823
000761 525.33 2824
001376 525.29 2825
003474 525.28 2826
001414 525.27 2827
004203 525.27 2828
000564 525.24 2829
003813 525.22 2830
004313 525.2 2831
004564 525.19 2832
002042 525.17 2833
003002 525.09 2834
000548 525.08 2835
004304 525.07 2836
002777 525.03 2837
004898 524.96 2838
000796 524.95 2839
004400 524.86 2840
000022 524.8 2841
000561 524.78 2842
003998 524.76 2843
000057 524.71 2844
001156 524.68 2845
002658 524.61 2846
003639 524.6 2847
002908 524.59 2848
003482 524.57 2849
002369 524.52 2850
003986 524.49 2851
004946 524.49 2852
003846 524.34 2853
004026 524.34 2854
001739 524.33 2855
002603 524.18 2856
003213 524.17 2857
002143 524.16 2858
003745 524.16 2859
002709 524.14 2860
003864 524.14 2861
001845 524.0 2862
004112 524.0 2863
002470 523.91 2864
001783 523.88 2865
001108 523.84 2866
004899 523.81 2867
001227 523.77 2868
001522 523.77 2869
001967 523.75 2870
003697 523.72 2871
000474 523.5 2872
002758 523.32 2873
004521 523.29 2874
000836 523.27 2875
004944 523.27 2876
002167 523.26 2877
000997 523.23 2878
003630 523.22 2879
001631 523.21 2880
000188 523.2 2881
004925 523.2 2882
001152 523.12 2883
003653 522.98 2884
004862 522.97 2885
004407 522.9 2886
000437 522.86 2887
002308 522.82 2888
000117 522.8 2889
000327 522.68 2890
002448 522.63 2891
003421 522.59 2892
003279 522.58 2893
004606 522.57 2894
001240 522.46 2895
